flow_id,src_ip,dst_ip,src_port,dst_port,total_flow_packets,total_fw_packets,total_bw_packets,flow_duration,flow_down_up_ratio,flow_total_SYN_flag,flow_total_RST_flag,flow_total_PSH_flag,flow_total_ACK_flag,flow_total_URG_flag,flow_total_CWE_flag,flow_total_ECE_flag,flow_total_FIN_flag,flow_start_timestamp,flow_end_timestamp,flow_total_http_get_packets,flow_total_http_2xx_packets,flow_total_http_4xx_packets,flow_total_http_5xx_packets,flow_websocket_packts_per_second,fw_websocket_packts_per_second,bw_websocket_packts_per_second,flow_websocket_bytes_per_second,fw_websocket_bytes_per_second,bw_websocket_bytes_per_second,flow_total_websocket_ping_packets,flow_total_websocket_pong_packets,flow_total_websocket_close_packets,flow_total_websocket_data_messages,flow_total_ocpp16_heartbeat_packets,flow_total_ocpp16_resetHard_packets,flow_total_ocpp16_resetSoft_packets,flow_total_ocpp16_unlockconnector_packets,flow_total_ocpp16_starttransaction_packets,flow_total_ocpp16_remotestarttransaction_packets,flow_total_ocpp16_authorize_not_accepted_packets,flow_total_ocpp16_setchargingprofile_packets,flow_avg_ocpp16_setchargingprofile_limit,flow_max_ocpp16_setchargingprofile_limit,flow_min_ocpp16_setchargingprofile_limit,flow_avg_ocpp16_setchargingprofile_minchargingrate,flow_min_ocpp16_setchargingprofile_minchargingrate,flow_max_ocpp16_setchargingprofile_minchargingrate,flow_total_ocpp16_metervalues,flow_min_ocpp16_metervalues_soc,flow_max_ocpp16_metervalues_soc,flow_avg_ocpp16_metervalues_wh_diff,flow_max_ocpp16_metervalues_wh_diff,flow_min_ocpp16_metervalues_wh_diff,label
192.168.21.128-192.168.21.70-38718-80,192.168.21.128,192.168.21.70,38718,80,102,49,53,113954168.0,1.0816326530612246,0,0,53,102,0,0,0,0,1683669221488487.0,1683669335442655.0,0,0,0,0,4.650992669263313e-07,2.281619045298984e-07,2.369373623964329e-07,4.59219710155e-05,3.74712050901e-05,8.4507659254e-06,5,4,0,44,0,0,0,0,3,4,3,0,0.0,0,0,0.0,0,0,6,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-47360,192.168.21.70,192.168.21.128,80,47360,3,2,1,26136198.0,0.5,0,0,3,3,0,0,0,0,1682647285525924.0,1682647311662122.0,0,0,0,0,1.1478333612256841e-07,7.652222408171227e-08,3.8261112040856135e-08,6.58856349343e-05,4.39237566229e-05,2.19618783114e-05,0,0,0,3,0,0,0,0,0,0,0,3,36.66666666666666,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41376-80,192.168.21.225,192.168.21.70,41376,80,11,6,5,4470.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083596553233.0,1719083596557703.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-55216-80,192.168.21.128,192.168.21.70,55216,80,10,5,5,14577842.0,1.0,3,1,2,7,0,0,0,1,1683765893965751.0,1683765908543593.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,normal
192.168.21.225-192.168.21.70-47983-80,192.168.21.225,192.168.21.70,47983,80,11,6,5,4929.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719081980140968.0,1719081980145897.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.225-192.168.21.70-59875-80,192.168.21.225,192.168.21.70,59875,80,11,6,5,8752.0,0.8333333333333334,3,0,2,9,0,0,0,2,1719083585607659.0,1719083585616411.0,1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_unauthorized_access
192.168.21.128-192.168.21.70-42252-80,192.168.21.128,192.168.21.70,42252,80,45,22,23,102150861.0,1.0454545454545454,0,0,23,45,0,0,0,0,1682527146138242.0,1682527248289103.0,0,0,0,0,2.2515718198400697e-07,1.0768386964452509e-07,1.1747331233948189e-07,3.37344195268e-05,4.3465125565e-06,2.93879069702e-05,5,4,0,14,2,0,0,0,0,0,0,5,10.0,10,10,3.0,3,3,0,0.0,0.0,0.0,0,0,normal
192.168.21.128-192.168.21.70-46148-80,192.168.21.128,192.168.21.70,46148,80,114,57,57,118942750.0,1.0,0,0,59,114,0,0,0,0,1683722982437515.0,1683723101380265.0,0,0,0,0,4.960369589571453e-07,2.43814776436563e-07,2.522221825205824e-07,5.05201031588e-05,4.14989564307e-05,9.0211467281e-06,5,4,0,50,0,0,0,0,4,4,4,0,0.0,0,0,0.0,0,0,7,0.0,0.0,0.0,0,0,cyberattack_ocpp16_doc_idtag
192.168.21.70-192.168.21.128-80-32826,192.168.21.70,192.168.21.128,80,32826,31,17,14,102719988.0,0.8235294117647058,0,0,12,31,0,0,0,0,1682615852309916.0,1682615955029904.0,0,0,0,0,1.0708723992452183e-07,9.735203629501981e-08,9.73520362950198e-09,8.41316297661e-05,7.85436228828e-05,5.5880068833e-06,1,0,0,10,0,0,0,0,0,0,0,8,60.0,90,10,3.0,3,3,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_fdi_chargingprofile
192.168.21.225-192.168.21.70-41284-80,192.168.21.225,192.168.21.70,41284,80,1737,948,789,119814456.0,0.8322784810126582,0,0,961,1737,0,0,0,0,1719307202970882.0,1719307322785338.0,0,0,0,0,8.0207349937e-06,3.9895019011e-06,4.0312330926e-06,0.0006138491335302,0.0002633071254774,0.0003505420080528,0,0,0,961,479,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,cyberattack_ocpp16_dos_flooding_heartbeat
